SEGMENTO_ID,MUEBLE_ID,PLANOGRUPO,PLAN_EJECUCION,CONJUNTO_ID,TAMAÃ‘O_POST,DIRECCION_LEGO_ID,ITEM,ITEM_DESC,CHAROLA,UBICACION_BANDEJA,NUM_FRENTES,ALTO,ANCHO,Width,Height,X,Y,DISEÑO_REFERENCIA,SEPARADOR,SQUEEZE,stage_id,execution_date,Type,Desc1,unidades_x_frente,PROFUNDO,categoria_producto,LEGO_ID,Camas
HRN,CF,Refrescos,opt_x_lego,RYX,5,DI,75004699,Refresco CocaCola 500 ml botella vidrio Retornable,3,1,3,28.5,6.6,55,2.5,0,84,RYX_CLA_Refrescos-CF_(5)DI,0,1,20250505221244100,20250505,,,1,6.6,,,1
HRN,CF,Refrescos,opt_x_lego,RYX,3,DI,75004699,Refresco CocaCola 500 ml botella vidrio Retornable,3,1,2,28.5,6.6,55,2.5,0,84,RYX_HRN_Refrescos-CF_(3)DI,0,1,20250505221244100,20250505,,,1,6.6,,,1
HRN,CF,Refrescos,opt_x_lego,RYX,5,ID,75004699,Refresco CocaCola 500 ml botella vidrio Retornable,27,4,3,28.5,6.6,55,2.5,220,84,RYX_CLA_Refrescos-CF_(5)ID,0,1,20250505221244100,20250505,,,1,6.6,,,1
HRN,CF,Refrescos,opt_x_lego,RYX,3.5,DI,75004699,Refresco CocaCola 500 ml botella vidrio Retornable,3,1,1,28.5,6.6,55,2.5,0,84,RYX_BCO_Refrescos-CF_(3.5)DI,0,1,20250505221244100,20250505,,,1,6.6,,,1
HRN,CF,Refrescos,opt_x_lego,10MON,4,ID,75004699,Refresco CocaCola 500 ml botella vidrio Retornable,21,1,4,28.5,6.6,55,2.5,165,84,10MON_BCO_Refrescos-CF_(4)ID,0,1,20250505221244100,20250505,,,1,6.6,,,1
HRN,CF,Refrescos,opt_x_lego,10MON,4.5,DI,75004699,Refresco CocaCola 500 ml botella vidrio Retornable,3,1,6,28.5,6.6,55,2.5,0,84,10MON_BCO_Refrescos-CF_(4.5)DI,0,1,20250505221244100,20250505,,,1,6.6,,,1
HRN,CF,Refrescos,opt_x_lego,RYX,3.5,ID,75004699,Refresco CocaCola 500 ml botella vidrio Retornable,17,5,1,28.5,6.6,55,2.5,165,84,RYX_BCO_Refrescos-CF_(3.5)ID,0,1,20250505221244100,20250505,,,1,6.6,,,1
HRN,CF,Refrescos,opt_x_lego,RYX,4.5,ID,75004699,Refresco CocaCola 500 ml botella vidrio Retornable,23,4,3,28.5,6.6,55,2.5,220,84,RYX_CLA_Refrescos-CF_(4.5)ID,0,1,20250505221244100,20250505,,,1,6.6,,,1
HRN,CF,Refrescos,opt_x_lego,10MON,5,DI,75004699,Refresco CocaCola 500 ml botella vidrio Retornable,3,1,6,28.5,6.6,55,2.5,0,84,10MON_BCO_Refrescos-CF_(5)DI,0,1,20250505221244100,20250505,,,1,6.6,,,1
BCO,CF,Refrescos,opt_x_lego,RYX,4,DI,75005061,Sprite Lima limon 500ml Ret,3,4,1,28.5,6.6,55,2.5,0,84,RYX_BCO_Refrescos-CF_(4)DI,0,1,20250505221244100,20250505,,,1,6.6,,,1
BCO,CF,Refrescos,opt_x_lego,RYX,3.5,ID,75005061,Sprite Lima limon 500ml Ret,17,1,2,28.5,6.6,55,2.5,165,84,RYX_BCO_Refrescos-CF_(3.5)ID,0,1,20250505221244100,20250505,,,1,6.6,,,1
BCO,CF,Refrescos,opt_x_lego,RYX,4,ID,75005061,Sprite Lima limon 500ml Ret,21,1,1,28.5,6.6,55,2.5,165,84,RYX_BCO_Refrescos-CF_(4)ID,0,1,20250505221244100,20250505,,,1,6.6,,,1
CLA,CF,Refrescos,opt_x_lego,RYX,4.5,ID,75005061,Sprite Lima limon 500ml Ret,23,1,1,28.5,6.6,55,2.5,220,84,RYX_CLA_Refrescos-CF_(4.5)ID,0,1,20250505221244100,20250505,,,1,6.6,,,1
CLA,CF,Refrescos,opt_x_lego,RYX,4,ID,75005061,Sprite Lima limon 500ml Ret,21,1,1,28.5,6.6,55,2.5,165,84,RYX_BCO_Refrescos-CF_(4)ID,0,1,20250505221244100,20250505,,,1,6.6,,,1
CLA,CF,Refrescos,opt_x_lego,RYX,4.5,DI,75005061,Sprite Lima limon 500ml Ret,3,4,1,28.5,6.6,55,2.5,0,84,RYX_CLA_Refrescos-CF_(4.5)DI,0,1,20250505221244100,20250505,,,1,6.6,,,1
CLA,CF,Refrescos,opt_x_lego,RYX,3.5,DI,75005061,Sprite Lima limon 500ml Ret,3,5,1,28.5,6.6,55,2.5,0,84,RYX_BCO_Refrescos-CF_(3.5)DI,0,1,20250505221244100,20250505,,,1,6.6,,,1
CLA,CF,Refrescos,opt_x_lego,RYX,3.5,ID,75005061,Sprite Lima limon 500ml Ret,17,1,1,28.5,6.6,55,2.5,165,84,RYX_BCO_Refrescos-CF_(3.5)ID,0,1,20250505221244100,20250505,,,1,6.6,,,1
CLA,CF,Refrescos,opt_x_lego,RYX,4,DI,75005061,Sprite Lima limon 500ml Ret,3,4,1,28.5,6.6,55,2.5,0,84,RYX_BCO_Refrescos-CF_(4)DI,0,1,20250505221244100,20250505,,,1,6.6,,,1
HRN,CF,Refrescos,opt_x_lego,RYX,4,ID,75005061,Sprite Lima limon 500ml Ret,21,1,1,28.5,6.6,55,2.5,165,84,RYX_BCO_Refrescos-CF_(4)ID,0,1,20250505221244100,20250505,,,1,6.6,,,1
HRN,CF,Refrescos,opt_x_lego,RYX,4,DI,75005061,Sprite Lima limon 500ml Ret,3,4,1,28.5,6.6,55,2.5,0,84,RYX_BCO_Refrescos-CF_(4)DI,0,1,20250505221244100,20250505,,,1,6.6,,,1
HRN,CF,Refrescos,opt_x_lego,RYX,4.5,DI,75005061,Sprite Lima limon 500ml Ret,3,5,1,28.5,6.6,55,2.5,0,84,RYX_CLA_Refrescos-CF_(4.5)DI,0,1,20250505221244100,20250505,,,1,6.6,,,1
HRN,CF,Refrescos,opt_x_lego,RYX,5,DI,75005061,Sprite Lima limon 500ml Ret,3,4,1,28.5,6.6,55,2.5,0,84,RYX_CLA_Refrescos-CF_(5)DI,0,1,20250505221244100,20250505,,,1,6.6,,,1
HRN,CF,Refrescos,opt_x_lego,RYX,3,DI,75005061,Sprite Lima limon 500ml Ret,3,5,1,28.5,6.6,55,2.5,0,84,RYX_HRN_Refrescos-CF_(3)DI,0,1,20250505221244100,20250505,,,1,6.6,,,1
HRN,CF,Refrescos,opt_x_lego,RYX,5,ID,75005061,Sprite Lima limon 500ml Ret,27,1,1,28.5,6.6,55,2.5,220,84,RYX_CLA_Refrescos-CF_(5)ID,0,1,20250505221244100,20250505,,,1,6.6,,,1
HRN,CF,Refrescos,opt_x_lego,RYX,3.5,DI,75005061,Sprite Lima limon 500ml Ret,3,6,1,28.5,6.6,55,2.5,0,84,RYX_BCO_Refrescos-CF_(3.5)DI,0,1,20250505221244100,20250505,,,1,6.6,,,1
HRN,CF,Refrescos,opt_x_lego,RYX,3.5,ID,75005061,Sprite Lima limon 500ml Ret,17,1,1,28.5,6.6,55,2.5,165,84,RYX_BCO_Refrescos-CF_(3.5)ID,0,1,20250505221244100,20250505,,,1,6.6,,,1
HRN,CF,Refrescos,opt_x_lego,RYX,4.5,ID,75005061,Sprite Lima limon 500ml Ret,23,1,1,28.5,6.6,55,2.5,220,84,RYX_CLA_Refrescos-CF_(4.5)ID,0,1,20250505221244100,20250505,,,1,6.6,,,1
BCO,CF,Refrescos,opt_x_lego,RYX,4,DI,75005771,Refresco CocaCola 355 ml botella Retornable,5,5,1,24.5,6.2,55,2.5,0,147,RYX_BCO_Refrescos-CF_(4)DI,0,1,20250505221244100,20250505,,,1,6.2,,,1
BCO,CF,Refrescos,opt_x_lego,10MON,4,DI,75005771,Refresco CocaCola 355 ml botella Retornable,5,4,2,24.5,6.2,55,2.5,0,147,10MON_BCO_Refrescos-CF_(4)DI,0,1,20250505221244100,20250505,,,1,6.2,,,1
BCO,CF,Refrescos,opt_x_lego,RYX,3.5,ID,75005771,Refresco CocaCola 355 ml botella Retornable,19,3,1,24.5,6.2,55,2.5,165,147,RYX_BCO_Refrescos-CF_(3.5)ID,0,1,20250505221244100,20250505,,,1,6.2,,,1
BCO,CF,Refrescos,opt_x_lego,RYX,4,ID,75005771,Refresco CocaCola 355 ml botella Retornable,23,2,1,24.5,6.2,55,2.5,165,147,RYX_BCO_Refrescos-CF_(4)ID,0,1,20250505221244100,20250505,,,1,6.2,,,1
BCO,CF,Refrescos,opt_x_lego,10MON,3,ID,75005771,Refresco CocaCola 355 ml botella Retornable,17,2,3,24.5,6.2,55,2.5,110,147,10MON_BCO_Refrescos-CF_(3)ID,0,1,20250505221244100,20250505,,,1,6.2,,,1
BCO,CF,Refrescos,opt_x_lego,10MON,4,ID,75005771,Refresco CocaCola 355 ml botella Retornable,23,2,2,24.5,6.2,55,2.5,165,147,10MON_BCO_Refrescos-CF_(4)ID,0,1,20250505221244100,20250505,,,1,6.2,,,1
BCO,CF,Refrescos,opt_x_lego,10MON,5,DI,75005771,Refresco CocaCola 355 ml botella Retornable,11,2,2,24.5,6.2,55,2.5,55,147,10MON_BCO_Refrescos-CF_(5)DI,0,1,20250505221244100,20250505,,,1,6.2,,,1
BCO,CF,Refrescos,opt_x_lego,10MON,5,ID,75005771,Refresco CocaCola 355 ml botella Retornable,23,4,3,24.5,6.2,55,2.5,165,147,10MON_BCO_Refrescos-CF_(5)ID,0,1,20250505221244100,20250505,,,1,6.2,,,1
BCO,CF,Refrescos,opt_x_lego,10MON,3,DI,75005771,Refresco CocaCola 355 ml botella Retornable,5,3,3,24.5,6.2,55,2.5,0,147,10MON_BCO_Refrescos-CF_(3)DI,0,1,20250505221244100,20250505,,,1,6.2,,,1
BCO,CF,Refrescos,opt_x_lego,10MON,3.5,ID,75005771,Refresco CocaCola 355 ml botella Retornable,19,3,2,24.5,6.2,55,2.5,165,147,10MON_BCO_Refrescos-CF_(3.5)ID,0,1,20250505221244100,20250505,,,1,6.2,,,1
CLA,CF,Refrescos,opt_x_lego,10MON,3.5,DI,75005771,Refresco CocaCola 355 ml botella Retornable,5,5,1,24.5,6.2,55,2.5,0,147,10MON_BCO_Refrescos-CF_(3.5)DI,0,1,20250505221244100,20250505,,,1,6.2,,,1
CLA,CF,Refrescos,opt_x_lego,RYX,4,ID,75005771,Refresco CocaCola 355 ml botella Retornable,23,3,2,24.5,6.2,55,2.5,165,147,RYX_BCO_Refrescos-CF_(4)ID,0,1,20250505221244100,20250505,,,1,6.2,,,1
CLA,CF,Refrescos,opt_x_lego,RYX,4.5,DI,75005771,Refresco CocaCola 355 ml botella Retornable,5,4,3,24.5,6.2,55,2.5,0,147,RYX_CLA_Refrescos-CF_(4.5)DI,0,1,20250505221244100,20250505,,,1,6.2,,,1
CLA,CF,Refrescos,opt_x_lego,10MON,4,ID,75005771,Refresco CocaCola 355 ml botella Retornable,23,2,2,24.5,6.2,55,2.5,165,147,10MON_BCO_Refrescos-CF_(4)ID,0,1,20250505221244100,20250505,,,1,6.2,,,1
CLA,CF,Refrescos,opt_x_lego,RYX,3.5,DI,75005771,Refresco CocaCola 355 ml botella Retornable,5,4,1,24.5,6.2,55,2.5,0,147,RYX_BCO_Refrescos-CF_(3.5)DI,0,1,20250505221244100,20250505,,,1,6.2,,,1
CLA,CF,Refrescos,opt_x_lego,10MON,4,DI,75005771,Refresco CocaCola 355 ml botella Retornable,5,4,1,24.5,6.2,55,2.5,0,147,10MON_BCO_Refrescos-CF_(4)DI,0,1,20250505221244100,20250505,,,1,6.2,,,1
CLA,CF,Refrescos,opt_x_lego,10MON,5,ID,75005771,Refresco CocaCola 355 ml botella Retornable,23,4,2,24.5,6.2,55,2.5,165,147,10MON_BCO_Refrescos-CF_(5)ID,0,1,20250505221244100,20250505,,,1,6.2,,,1
CLA,CF,Refrescos,opt_x_lego,RYX,4.5,ID,75005771,Refresco CocaCola 355 ml botella Retornable,25,3,3,24.5,6.2,55,2.5,220,147,RYX_CLA_Refrescos-CF_(4.5)ID,0,1,20250505221244100,20250505,,,1,6.2,,,1
CLA,CF,Refrescos,opt_x_lego,10MON,3,DI,75005771,Refresco CocaCola 355 ml botella Retornable,5,5,1,24.5,6.2,55,2.5,0,147,10MON_BCO_Refrescos-CF_(3)DI,0,1,20250505221244100,20250505,,,1,6.2,,,1
CLA,CF,Refrescos,opt_x_lego,10MON,3.5,ID,75005771,Refresco CocaCola 355 ml botella Retornable,19,5,1,24.5,6.2,55,2.5,165,147,10MON_BCO_Refrescos-CF_(3.5)ID,0,1,20250505221244100,20250505,,,1,6.2,,,1
CLA,CF,Refrescos,opt_x_lego,RYX,3.5,ID,75005771,Refresco CocaCola 355 ml botella Retornable,19,4,1,24.5,6.2,55,2.5,165,147,RYX_BCO_Refrescos-CF_(3.5)ID,0,1,20250505221244100,20250505,,,1,6.2,,,1
CLA,CF,Refrescos,opt_x_lego,10MON,3,ID,75005771,Refresco CocaCola 355 ml botella Retornable,17,5,1,24.5,6.2,55,2.5,110,147,10MON_BCO_Refrescos-CF_(3)ID,0,1,20250505221244100,20250505,,,1,6.2,,,1
CLA,CF,Refrescos,opt_x_lego,10MON,4.5,DI,75005771,Refresco CocaCola 355 ml botella Retornable,5,3,1,24.5,6.2,55,2.5,0,147,10MON_BCO_Refrescos-CF_(4.5)DI,0,1,20250505221244100,20250505,,,1,6.2,,,1
CLA,CF,Refrescos,opt_x_lego,RYX,4,DI,75005771,Refresco CocaCola 355 ml botella Retornable,5,3,2,24.5,6.2,55,2.5,0,147,RYX_BCO_Refrescos-CF_(4)DI,0,1,20250505221244100,20250505,,,1,6.2,,,1
HRN,CF,Refrescos,opt_x_lego,10MON,4.5,ID,75005771,Refresco CocaCola 355 ml botella Retornable,25,4,1,24.5,6.2,55,2.5,220,147,10MON_BCO_Refrescos-CF_(4.5)ID,0,1,20250505221244100,20250505,,,1,6.2,,,1
HRN,CF,Refrescos,opt_x_lego,10MON,3,DI,75005771,Refresco CocaCola 355 ml botella Retornable,5,4,1,24.5,6.2,55,2.5,0,147,10MON_BCO_Refrescos-CF_(3)DI,0,1,20250505221244100,20250505,,,1,6.2,,,1
HRN,CF,Refrescos,opt_x_lego,RYX,3.5,DI,75005771,Refresco CocaCola 355 ml botella Retornable,5,5,1,24.5,6.2,55,2.5,0,147,RYX_BCO_Refrescos-CF_(3.5)DI,0,1,20250505221244100,20250505,,,1,6.2,,,1
HRN,CF,Refrescos,opt_x_lego,RYX,4,DI,75005771,Refresco CocaCola 355 ml botella Retornable,5,4,2,24.5,6.2,55,2.5,0,147,RYX_BCO_Refrescos-CF_(4)DI,0,1,20250505221244100,20250505,,,1,6.2,,,1
HRN,CF,Refrescos,opt_x_lego,RYX,3.5,ID,75005771,Refresco CocaCola 355 ml botella Retornable,19,5,1,24.5,6.2,55,2.5,165,147,RYX_BCO_Refrescos-CF_(3.5)ID,0,1,20250505221244100,20250505,,,1,6.2,,,1
HRN,CF,Refrescos,opt_x_lego,RYX,5,DI,75005771,Refresco CocaCola 355 ml botella Retornable,11,1,6,24.5,6.2,55,2.5,55,147,RYX_CLA_Refrescos-CF_(5)DI,0,1,20250505221244100,20250505,,,1,6.2,,,1
HRN,CF,Refrescos,opt_x_lego,10MON,4,DI,75005771,Refresco CocaCola 355 ml botella Retornable,5,4,1,24.5,6.2,55,2.5,0,147,10MON_BCO_Refrescos-CF_(4)DI,0,1,20250505221244100,20250505,,,1,6.2,,,1
HRN,CF,Refrescos,opt_x_lego,RYX,4.5,ID,75005771,Refresco CocaCola 355 ml botella Retornable,25,4,1,24.5,6.2,55,2.5,220,147,RYX_CLA_Refrescos-CF_(4.5)ID,0,1,20250505221244100,20250505,,,1,6.2,,,1
HRN,CF,Refrescos,opt_x_lego,RYX,5,ID,75005771,Refresco CocaCola 355 ml botella Retornable,23,2,6,24.5,6.2,55,2.5,165,147,RYX_CLA_Refrescos-CF_(5)ID,0,1,20250505221244100,20250505,,,1,6.2,,,1
HRN,CF,Refrescos,opt_x_lego,10MON,5,DI,75005771,Refresco CocaCola 355 ml botella Retornable,11,1,3,24.5,6.2,55,2.5,55,147,10MON_BCO_Refrescos-CF_(5)DI,0,1,20250505221244100,20250505,,,1,6.2,,,1
HRN,CF,Refrescos,opt_x_lego,10MON,4.5,DI,75005771,Refresco CocaCola 355 ml botella Retornable,5,4,1,24.5,6.2,55,2.5,0,147,10MON_BCO_Refrescos-CF_(4.5)DI,0,1,20250505221244100,20250505,,,1,6.2,,,1
HRN,CF,Refrescos,opt_x_lego,10MON,3,ID,75005771,Refresco CocaCola 355 ml botella Retornable,17,4,1,24.5,6.2,55,2.5,110,147,10MON_BCO_Refrescos-CF_(3)ID,0,1,20250505221244100,20250505,,,1,6.2,,,1
HRN,CF,Refrescos,opt_x_lego,10MON,3.5,DI,75005771,Refresco CocaCola 355 ml botella Retornable,5,4,1,24.5,6.2,55,2.5,0,147,10MON_BCO_Refrescos-CF_(3.5)DI,0,1,20250505221244100,20250505,,,1,6.2,,,1
